Label,Sentence
Insufficient information clause for categories,"Device attributes : information such as the operating system ,  hardware and software versions , battery level , signal strength ,  available storage space , browser type , app and file names and types ,  and plugins ."
Insufficient information clause for categories,"Device operations : information about operations and behaviors  performed on the device , such as whether a window is foregrounded or  backgrounded , or mouse movements ( which can help distinguish humans  from bots ) ."
Insufficient information clause for categories,"Identifiers : unique identifiers , device IDs , and other identifiers ,  such as from games , apps or accounts you use , and Family Device IDs (  or other identifiers unique to Facebook Company Products associated  with the same device or account ) ."
Full information clause for categories,"Device signals : Bluetooth signals , and information about nearby Wi-Fi access points , beacons , and cell towers ."
Insufficient information clause for categories,"Data from device settings : information you allow us to receive  through device settings you turn on , such as access to your GPS  location , camera or photos ."
Insufficient information clause for categories,"Network and connections : information such as the name of your mobile  operator or ISP , language , time zone , mobile phone number , IP  address , connection speed and , in some cases , information about other  devices that are nearby or on your network , so we can do things like  help you stream a video from your phone to your TV ."
Insufficient information clause for categories,"Advertisers , app developers , and publishers can send us information  through Facebook Business Tools they use , including our social plug-ins  ( such as the Like button ) , Facebook Login , our APIs and SDKs , or  the Facebook pixel ."
Insufficient information clause for categories,"These partners provide information about your activities off Facebook  -- including information about your device , websites you visit ,  purchases you make , the ads you see , and how you use their services --  whether or not you have a Facebook account or are logged into Facebook ."
Unclear language clause,"For example , a game developer could use our API to tell us what games  you play , or a business could tell us about a purchase you made in its  store ."
Insufficient information clause for categories,We also receive information about your online and offline actions and  purchases from third-party data providers who have the rights to provide  us with your information .
Problematic processing clause for categories,Partners receive your data when you visit or use their services or through third parties they work with .
Insufficient information clause for categories,"We require each of these partners to have lawful rights to collect , use and share your data before providing any data to us ."
Insufficient information clause for categories,We use the information we have ( subject to choices you make ) as  described below and to provide and support the Facebook Products and  related services described in the Facebook Terms and Instagram Terms .
Insufficient information clause for categories,"Here 's how : Provide , personalize and improve our Products ."
Insufficient information clause for categories,"We use the information we have to deliver our Products , including to  personalize features and content ( including your News Feed , Instagram  Feed , Instagram Stories and ads ) and make suggestions for you ( such  as groups or events you may be interested in or topics you may want to  follow ) on and off our Products ."
Insufficient information clause for categories,"To create personalized Products that are unique and relevant to you ,  we use your connections , preferences , interests and activities based  on the data we collect and learn from you and others ( including any  data with special protections you choose to provide where you have given  your explicit consent ) ; how you use and interact with our Products ;  and the people , places , or things you 're connected to and interested  in on and off our Products ."
Insufficient information clause for categories,"Learn more about how we use information about you to personalize your  Facebook and Instagram experience , including features , content and  recommendations in Facebook Products ; you can also learn more about how  we choose the ads that you see ."
Insufficient information clause for categories,"Information across Facebook Products and devices : We connect  information about your activities on different Facebook Products and  devices to provide a more tailored and consistent experience on all  Facebook Products you use , wherever you use them ."
Insufficient information clause for categories,"For example , we can suggest that you join a group on Facebook that  includes people you follow on Instagram or communicate with using  Messenger ."
Insufficient information clause for categories,"We can also make your experience more seamless , for example , by  automatically filling in your registration information ( such as your  phone number ) from one Facebook Product when you sign up for an account  on a different Product ."
Insufficient information clause for categories,"Location-related information : We use location-related  information-such as your current location , where you live , the places  you like to go , and the businesses and people you 're near-to provide ,  personalize and improve our Products , including ads , for you and  others ."
Insufficient information clause for categories,"Location-related information can be based on things like precise  device location ( if you 've allowed us to collect it ) , IP addresses ,  and information from your and others ' use of Facebook Products ( such  as check-ins or events you attend ) ."
Insufficient information clause for categories,"Product research and development : We use the information we have to  develop , test and improve our Products , including by conducting  surveys and research , and testing and troubleshooting new products and  features ."
Insufficient information clause for categories,"Face recognition : If you have it turned on , we use face recognition  technology to recognize you in photos , videos and camera experiences ."
Full information clause for categories,"Ads and other sponsored content : We use the information we have about  you-including information about your interests , actions and  connections-to select and personalize ads , offers and other sponsored  content that we show you ."
Problematic processing clause for categories,"Learn more about how we select and personalize ads , and your choices  over the data we use to select ads and other sponsored content for you  in the Facebook Settings and Instagram Settings ."
Insufficient information clause for categories,"Provide measurement , analytics , and other business services ."
Insufficient information clause for categories,"We use the information we have ( including your activity off our  Products , such as the websites you visit and ads you see ) to help  advertisers and other partners measure the effectiveness and  distribution of their ads and services , and understand the types of  people who use their services and how people interact with their  websites , apps , and services ."
Insufficient information clause for categories,"Promote safety , integrity and security ."
Insufficient information clause for categories,"We use the information we have to verify accounts and activity ,  combat harmful conduct , detect and prevent spam and other bad  experiences , maintain the integrity of our Products , and promote  safety and security on and off of Facebook Products ."
Insufficient information clause for categories,"For example , we use data we have to investigate suspicious activity  or violations of our terms or policies , or to detect when someone needs  help ."
Insufficient information clause for categories,"We use the information we have to send you marketing communications ,  communicate with you about our Products , and let you know about our  policies and terms ."
Full information clause for categories,We also use your information to respond to you when you contact us .
Insufficient information clause for categories,Research and innovate for social good .
Insufficient information clause for categories,"We use the information we have ( including from research partners we  collaborate with ) to conduct and support research and innovation on  topics of general social welfare , technological advancement , public  interest , health and well-being ."
Insufficient information clause for categories,"For example , we analyze information we have about migration patterns during crises to aid relief efforts ."
Problematic processing clause for categories,"Public information can also be seen , accessed , reshared or  downloaded through third-party services such as search engines , APIs ,  and offline media such as TV , and by apps , websites and other services  that integrate with our Products ."
Full information clause for categories,People can also use our Products to create and share content about you with the audience they choose .
Full information clause for categories,"For example , people can share a photo of you in a Story , mention or  tag you at a location in a post , or share information about you in  their posts or messages ."
Insufficient information clause for categories,"When you choose to use third-party apps , websites , or other services  that use , or are integrated with , our Products , they can receive  information about what you post or share ."
Insufficient information clause for categories,"For example , when you play a game with your Facebook friends or use a  Facebook Comment or Share button on a website , the game developer or  website can receive information about your activities in the game or  receive a comment or link that you share from the website on Facebook ."
Problematic processing clause for categories,"Also , when you download or use such third-party services , they can  access your public profile on Facebook , and any information that you  share with them ."
Unclear language clause,Apps and websites you use may receive your list of Facebook friends if you choose to share it with them .
Problematic processing clause for categories,"Information collected by these third-party services is subject to their own terms and policies , not this one ."
Insufficient information clause for categories,"Devices and operating systems providing native versions of Facebook  and Instagram ( i.e. where we have not developed our own first-party  apps ) will have access to all information you choose to share with them  , including information your friends share with you , so they can  provide our core functionality to you ."
Full information clause for categories,"For example , we will remove developers ' access to your Facebook and  Instagram data if you have not used their app in 3 months , and we are  changing Login , so that in the next version , we will reduce the data  that an app can request without app review to include only name ,  Instagram username and bio , profile photo and email address ."
Problematic processing clause for categories,"If the ownership or control of all or part of our Products or their  assets changes , we may transfer your information to the new owner ."
Problematic processing clause for categories,"We work with third-party partners who help us provide and improve our  Products or who use Facebook Business Tools to grow their businesses ,  which makes it possible to operate our companies and provide free  services to people around the world ."
Problematic processing clause for categories,We also impose strict restrictions on how our partners can use and disclose the data we provide .
Problematic processing clause for categories,Here are the types of third parties we share information with :
Problematic processing clause for categories,"We provide advertisers with reports about the kinds of people seeing  their ads and how their ads are performing , but we do not share  information that personally identifies you ( information such as your  name or email address that by itself can be used to contact you or  identifies who you are ) unless you give us permission ."
Insufficient information clause for categories,We share information about you with companies that aggregate it to provide analytics and measurement reports to our partners .
Insufficient information clause for categories,Partners offering goods and services in our Products .
Full information clause for categories,"When you subscribe to receive premium content , or buy something from a  seller in our Products , the content creator or seller can receive your  public information and other information you share with them , as well  as the information needed to complete the transaction , including  shipping and contact details ."
Insufficient information clause for categories,Vendors and service providers .
Insufficient information clause for categories,"We provide information and content to vendors and service providers  who support our business , such as by providing technical infrastructure  services , analyzing how our Products are used , providing customer  service , facilitating payments or conducting surveys ."
Insufficient information clause for categories,Researchers and academics .
Insufficient information clause for categories,"We also provide information and content to research partners and  academics to conduct research that advances scholarship and innovation  that support our business or mission , and enhances discovery and  innovation on topics of general social welfare , technological  advancement , public interest , health and well-being ."
Insufficient information clause for categories,"Facebook and Instagram share infrastructure , systems and technology  with other Facebook Companies ( which include WhatsApp and Oculus ) to  provide an innovative , relevant , consistent and safe experience across  all Facebook Company Products you use ."
Insufficient information clause for categories,"We also process information about you across the Facebook Companies  for these purposes , as permitted by applicable law and in accordance  with their terms and policies ."
Full information clause for categories,"For example , we process information from WhatsApp about accounts  sending spam on its service so we can take appropriate action against  those accounts on Facebook , Instagram or Messenger ."
Insufficient information clause for categories,"We also work to understand how people use and interact with Facebook  Company Products , such as understanding the number of unique users on  different Facebook Company Products ."
Insufficient information clause for categories,"We collect , use and share the data that we have in the ways described  above : as necessary to fulfill our Facebook Terms of Service or  Instagram Terms of Use ; consistent with your consent , which you may  revoke at any time through the Facebook Settings and Instagram Settings ;  as necessary to comply with our legal obligations ; to protect your  vital interests , or those of others ; as necessary in the public  interest ; and as necessary for our ( or others ' ) legitimate interests  , including our interests in providing an innovative , personalized ,  safe , and profitable service to our users and partners , unless those  interests are overridden by your interests or fundamental rights and  freedoms that require protection of personal data ."
Insufficient information clause for categories,"Under the General Data Protection Regulation , you have the right to access , rectify , port and erase your data ."
Insufficient information clause for categories,"Learn more about these rights , and find out how you can exercise your rights in the Facebook Settings and Instagram Settings ."
Insufficient information clause for categories,You also have the right to object to and restrict certain processing of your data .
Full information clause for categories,"This includes : the right to object to our processing of your data for  direct marketing , which you can exercise by using the "" unsubscribe ""  link in such marketing communications ; and the right to object to our  processing of your data where we are performing a task in the public  interest or pursuing our legitimate interests or those of a third party ."
Insufficient information clause for categories,"We store data until it is no longer necessary to provide our services  and Facebook Products , or until your account is deleted - whichever  comes first ."
Insufficient information clause for categories,"This is a case-by-case determination that depends on things like the  nature of the data , why it is collected and processed , and relevant  legal or operational retention needs ."
Full information clause for categories,"For example , when you search for something on Facebook , you can  access and delete that query from within your search history at any time  , but the log of that search is deleted after 6 months ."
Full information clause for categories,"If you submit a copy of your government-issued ID for account  verification purposes , we delete that copy 30 days after submission ."
Full information clause for categories,"When you delete your account , we delete things you have posted , such  as your photos and status updates , and you wo not be able to recover  that information later ."
Insufficient information clause for categories,Information that others have shared about you is not part of your account and wo not be deleted .
Full information clause for categories,"We access , preserve and share your information with regulators , law  enforcement or others : In response to a legal request , if we have a  good-faith belief that the law requires us to do so ."
Full information clause for categories,"We can also respond to legal requests when we have a good-faith belief  that the response is required by law in that jurisdiction , affects  users in that jurisdiction , and is consistent with internationally  recognized standards ."
Insufficient information clause for categories,"Information we receive about you ( including financial transaction  data related to purchases made with Facebook ) can be accessed and  preserved for an extended period when it is the subject of a legal  request or obligation , governmental investigation , or investigations  of possible violations of our terms or policies , or otherwise to  prevent harm ."
Insufficient information clause for categories,We also retain information from accounts disabled for terms violations  for at least a year to prevent repeat abuse or other term violations .
Problematic processing clause for categories,"We share information globally , both internally within the Facebook  Companies and externally with our partners and with those you connect  and share with around the world in accordance with this policy ."
Problematic processing clause for categories,"Information controlled by Facebook Ireland will be transferred or  transmitted to , or stored and processed in , the United States or other  countries outside of where you live for the purposes as described in  this policy ."
Problematic processing clause for categories,These data transfers are necessary to provide the services set forth  in the Facebook Terms and Instagram Terms and to globally operate and  provide our Products to you .
Problematic processing clause for categories,"We utilize standard contractual clauses approved by the European  Commission and rely on the European Commission 's adequacy decisions  about certain countries , as applicable , for data transfers from the  EEA to the United States and other countries ."
Problematic processing clause for categories,We 'll notify you before we make changes to this policy and give you  the opportunity to review the revised policy before you choose to  continue using our Products .
Full information clause for categories,"The data controller responsible for your information is Facebook Ireland , which you can contact online , or by mail at :"
Insufficient information clause for categories,Contact the Data Protection Officer for Facebook Ireland Ltd .
Full information clause for categories,"You also have the right to lodge a complaint with Facebook Ireland 's  lead supervisory authority , the Irish Data Protection Commissioner , or  your local supervisory authority ."
None,Data Policy
None,"This  policy describes the information we process to support Facebook ,  Instagram , Messenger and other products and features offered by  Facebook ( Facebook Products or Products ) ."
None,You can find additional tools and information in the Facebook Settings and Instagram Settings .
None,Return to top
None,What kinds of information do we collect ?
None,The types of information we collect depend on how you use our Products .
None,Things you and others do and provide .
None,Information and content you provide .
None,Learn more about how you can control who can see the things you share .
None,Networks and connections .
None,Your usage .
None,Information about transactions made on our Products .
None,Things others do and information they provide about you .
None,Device Information
None,Information we obtain from these devices includes :
None,"Cookie data : data from cookies stored on your device , including cookie IDs and settings ."
None,Learn more about how we use cookies in the Facebook Cookies Policy and Instagram Cookies Policy .
None,Information from partners .
None,Learn more about the types of partners we receive data from .
None,"To  learn more about how we use cookies in connection with Facebook  Business Tools , review the Facebook Cookies Policy and Instagram  Cookies Policy ."
None,Return to top
None,How do we use this information ?
None,The face-recognition templates we create are data with special protections under EU law .
None,"Learn more about how we use face recognition technology , or control our use of this technology in Facebook Settings ."
None,"If  we introduce face-recognition technology to your Instagram experience ,  we will let you know first , and you will have control over whether we  use this technology for you ."
None,Learn how we share information with these partners .
None,"To learn more , visit the Facebook Security Help Center and Instagram Security Tips ."
None,Communicate with you .
None,Learn more about our research programs .
None,Return to top
None,How is this information shared ?
None,Your information is shared with others in the following ways :
None,Sharing on Facebook Products
None,People and accounts you share and communicate with
None,"When you share and communicate using our Products , you choose the audience for what you share ."
None,"For  example , when you post on Facebook , you select the audience for the  post , such as a group , all of your friends , the public , or a  customized list of people ."
None,"Similarly  , when you use Messenger or Instagram to communicate with people or  businesses , those people and businesses can see the content you send ."
None,"Your network can also see actions you have taken on our Products , including engagement with ads and sponsored content ."
None,We also let other accounts see who has viewed their Facebook or Instagram Stories .
None,"Public information can be seen by anyone , on or off our Products , including if they do not have an account ."
None,"This  includes your Instagram username ; any information you share with a  public audience ; information in your public profile on Facebook ; and  content you share on a Facebook Page , public Instagram account or any  other public forum , such as Facebook Marketplace ."
None,"You  , other people using Facebook and Instagram , and we can provide access  to or send public information to anyone on or off our Products ,  including in other Facebook Company Products , in search results , or  through tools and APIs ."
None,Learn more about what information is public and how to control your visibility on Facebook and Instagram .
None,Content others share or reshare about you
None,"You  should consider who you choose to share with , because people who can  see your activity on our Products can choose to share it with others on  and off our Products , including people and businesses outside the  audience you shared with ."
None,"For  example , when you share a post or send a message to specific friends  or accounts , they can download , screenshot , or reshare that content  to others across or off our Products , in person or in virtual reality  experiences such as Facebook Spaces ."
None,"Also  , when you comment on someone else 's post or react to their content ,  your comment or reaction is visible to anyone who can see the other  person 's content , and that person can change the audience later ."
None,"If you are uncomfortable with what others have shared about you on our Products , you can learn how to report the content ."
None,Information about your active status or presence on our Products .
None,"People  in your networks can see signals telling them whether you are active on  our Products , including whether you are currently active on Instagram ,  Messenger or Facebook , or when you last used our Products ."
None,"Apps , websites , and third-party integrations on or using our Products ."
None,"But  apps and websites you use will not be able to receive any other  information about your Facebook friends from you , or information about  any of your Instagram followers ( although your friends and followers  may , of course , choose to share this information themselves ) ."
None,Note : We are in the process of restricting developers ' data access even further to help prevent abuse .
None,Requesting any other data will require our approval .
None,New owner .
None,Sharing with Third-Party Partners
None,"We do not sell any of your information to anyone , and we never will ."
None,Partners who use our analytics services .
None,"We  provide aggregated statistics and insights that help people and  businesses understand how people are engaging with their posts ,  listings , Pages , videos and other content on and off the Facebook  Products ."
None,"For  example , Page admins and Instagram business profiles receive  information about the number of people or accounts who viewed , reacted  to , or commented on their posts , as well as aggregate demographic and  other information that helps them understand interactions with their  Page or account ."
None,Advertisers .
None,"For  example , we provide general demographic and interest information to  advertisers ( for example , that an ad was seen by a woman between the  ages of 25 and 34 who lives in Madrid and likes software engineering )  to help them better understand their audience ."
None,We also confirm which Facebook ads led you to make a purchase or take an action with an advertiser .
None,Measurement partners .
None,Law enforcement or legal requests .
None,We share information with law enforcement or in response to legal requests in the circumstances outlined below .
None,Learn  more about how you can control the information about you that you or  others share with third-party partners in the Facebook Settings and  Instagram Settings .
None,Return to top
None,How do the Facebook Companies work together ?
None,Return to top
None,What is our legal basis for processing data ?
None,Learn more about these legal bases and how they relate to the ways in which we process data .
None,Return to top
None,How can you exercise your rights provided under the GDPR ?
None,You can exercise this right on Facebook and on Instagram .
None,Return to top
None,"Data retention , account deactivation and deletion"
None,Learn more about deletion of content you have shared and cookie data obtained through social plugins .
None,"If  you do not want to delete your account but want to temporarily stop  using the Products , you can deactivate your account instead ."
None,"To delete your account at any time , please visit the Facebook Settings and Instagram Settings ."
None,Return to top
None,How do we respond to legal requests or prevent harm ?
None,"When  we have a good-faith belief it is necessary to : detect , prevent and  address fraud , unauthorized use of the Products , violations of our  terms or policies , or other harmful or illegal activity ; to protect  ourselves ( including our rights , property or Products ) , you or  others , including as part of investigations or regulatory inquiries ;  or to prevent death or imminent bodily harm ."
None,"For  example , if relevant , we provide information to and receive  information from third-party partners about the reliability of your  account to prevent fraud , abuse and other harmful activity on and off  our Products ."
None,Return to top
None,How do we operate and transfer data as part of our global services ?
None,Return to top
None,How will we notify you of changes to this policy ?
None,Return to top
None,How to contact Facebook with questions
None,You can learn more about how privacy works on Facebook and on Instagram .
None,"If you have questions about this policy , you can contact us as described below ."
None,We may resolve disputes you have with us in connection with our privacy policies and practices through TrustArc .
None,You can contact TrustArc through its website .
None,Contact Us
None,Facebook Ireland Ltd .
None,4 Grand Canal Square
None,Grand Canal Harbour
None,Dublin 2 Ireland
None,"Date of Last Revision : April 19 , 2018"
Full information clause for categories,Microsoft account
Unclear language clause,"You provide some of this data directly , such as when you create a  Microsoft account , administer your organisation 's licensing account ,  submit a search query to Bing , register for a Microsoft event , speak a  voice command to Cortana , upload a document to OneDrive , purchase an  MSDN subscription , sign up for Office 365 or contact us for support ."
Insufficient information clause for categories,We also obtain data from third parties .
Insufficient information clause for categories,"We protect data obtained from third parties according to the practices  described in this statement , plus any additional restrictions imposed  by the source of the data ."
Insufficient information clause for categories,Data brokers from which we purchase demographic data to supplement the data we collect .
Insufficient information clause for categories,"Partners with which we offer co-branded services or engage in joint marketing activities , and"
Insufficient information clause for categories,The data we collect can include the following :
Full information clause for categories,"For example , if you transmit a file using Skype to another Skype user  , we need to collect the content of that file to display it to you and  the other user as you direct ."
Full information clause for categories,"If you receive an email using Outlook.com , we need to collect the  content of that email to deliver it to your inbox , display it to you ,  enable you to reply to it and store it for you until you choose to  delete it ."
Insufficient information clause for categories,"We also collect information you provide to us and the content of  messages you send to us , such as feedback and product reviews you write  , or questions and information you provide for customer support ."
Unclear language clause,"When you contact us , such as for customer support , phone  conversations or chat sessions with our representatives may be monitored  and recorded ."
Insufficient information clause for categories,"Microsoft uses the data we collect for three basic purposes ,  described in more detail below : ( 1 ) to operate our business and  provide ( including improving and personalising ) the products we offer ,  ( 2 ) to send communications , including promotional communications ,  and ( 3 ) to show advertising , whether in our own products supported by  advertising like MSN and Bing , or in products offered by third parties  ."
Insufficient information clause for categories,"This includes operating the products , maintaining and improving the  performance of the products , developing new features , conducting  research and providing customer support ."
Full information clause for categories,We use data to carry out your transactions with us and to provide our products to you .
Insufficient information clause for categories,Customer support .
Insufficient information clause for categories,Product activation .
Insufficient information clause for categories,Product Improvement .
Insufficient information clause for categories,"We use data to continually improve our products , including adding new features or capabilities ."
Insufficient information clause for categories,"Security , Safety and Dispute Resolution ."
Insufficient information clause for categories,"We use data to protect the security and safety of our products and our  customers , to detect and prevent fraud , to confirm the validity of  software licences , to resolve disputes and enforce our agreements ."
Insufficient information clause for categories,"For example , we may contact you by phone or email or other means to  inform you when a subscription is ending , discuss your licensing  account , let you know when security updates are available , remind you  about items left in your online shopping basket , update you or enquire  about a service or repair request , invite you to participate in a  survey , or tell you that you need to take action to keep your account  active ."
Insufficient information clause for categories,"Additionally , you can sign up for email subscriptions and choose  whether you wish to receive promotional communications from Microsoft by  email , SMS , post and telephone ."
Insufficient information clause for categories,"For information about managing your contact data , email subscriptions  and promotional communications , please visit the Access and Controls  section of this privacy statement ."
Insufficient information clause for categories,Advertising .
Insufficient information clause for categories,"We use data we collect through our interactions with you , through  some of our products and on third-party web properties , to show  advertising ."
Insufficient information clause for categories,"When the advertising ID is enabled in Windows 10 as part of your  privacy settings , Microsoft apps can access and use the advertising ID (  much the same way that websites can access and use a unique identifier  stored in a cookie ) to select and deliver ads in such apps ."
Insufficient information clause for categories,"Advertisers may choose to place our web beacons on their sites in  order to allow Microsoft to collect information on their sites such as  activities , purchases and visits ; we use this data on behalf of our  advertising customers to help target their ads ."
Insufficient information clause for categories,"We also share data directly with service providers , such as Oath ,  AppNexus or Facebook , to permit them to provide services on our behalf  or to partner with us in selecting and serving ads for our advertising  partners ."
Unclear language clause,"The ads that you see may be selected based on data we process about  you , such as your interests and favourites , your location , your  transactions , how you use our products , your search queries or the  content you view ."
Unclear language clause,"For example , if you view content on MSN about automobiles , we may  show advertisements about cars ; if you search â€œ pizza places in  London â€� on Bing , you may see advertisements in your search results  for restaurants in London ."
Unclear language clause,"The ads that you see may also be selected based on other information  learned about you over time using demographic data , location data ,  search queries , interests and favourites , usage data from our products  and sites , as well as the sites and apps of our advertisers and  partners ."
Insufficient information clause for categories,"We refer to these ads as "" interest-based advertising "" in this statement ."
Unclear language clause,"For example , if you view gaming content on xbox.com , you may see offers for games on MSN ."
Insufficient information clause for categories,"To provide interest-based advertising , we combine cookies placed on  your device using information that we collect ( such as IP address )  when your browser interacts with our websites ."
Insufficient information clause for categories,"If you opt out of receiving interest-based advertising , data associated with these cookies will not be used ."
Insufficient information clause for categories,Further details regarding our advertising-related uses of data include :
Insufficient information clause for categories,Advertising Industry Best Practices and Commitments .
Insufficient information clause for categories,Microsoft is a member of the Network Advertising Initiative ( NAI ) and adheres to the NAI Code of Conduct .
Insufficient information clause for categories,In the US : Digital Advertising Alliance ( DAA )
Insufficient information clause for categories,In Europe : European Interactive Digital Advertising Alliance ( EDAA )
Insufficient information clause for categories,In Canada : Ad Choices : Digital Advertising Alliance of Canada ( DAAC  ) / Choix de Pub : l'Alliance de la publicitÃ© numÃ©rique du Canada (  DAAC )
Insufficient information clause for categories,Children and Advertising .
Full information clause for categories,We do not deliver interest-based advertising to children whose  birthdate in their Microsoft account identifies them as under 13 years  of age .
Insufficient information clause for categories,"For interest-based advertising , we retain data for no more than 13  months , unless we obtain your consent to retain the data longer ."
Problematic processing clause for categories,"In some cases , we share with advertisers reports about the data that we have collected on their sites or ads ."
Insufficient information clause for categories,Data Collected by Other Advertising Companies .
Insufficient information clause for categories,"Advertisers sometimes include their own web beacons ( or those of  their other advertising partners ) within their advertisements that we  display , enabling them to set and read their own cookie ."
Insufficient information clause for categories,"Additionally , Microsoft partners with third-party ad companies to  help provide some of our advertising services , and we also allow other  third-party ad companies to display advertisements on our sites ."
Unclear language clause,These third parties may place cookies on your computer and collect  data about your online activities across websites or online services .
Unclear language clause,"Many of them are also members of the NAI or DAA , which each provide a  simple way to opt out of ad targeting from participating companies ."
Full information clause for categories,"For example , we share your content with third parties when you tell  us to do so , such as when you send an email to a friend , share photos  and documents on OneDrive or link accounts with another service ."
Insufficient information clause for categories,"When you provide payment data to make a purchase , we will share  payment data with banks and other entities that process payment  transactions or provide other financial services , and for fraud  prevention and credit risk reduction ."
Insufficient information clause for categories,"In addition , we share personal data among Microsoft-controlled affiliates and subsidiaries ."
Insufficient information clause for categories,We also share personal data with vendors or agents working on our behalf for the purposes described in this statement .
Unclear language clause,"For example , companies we 've hired to provide customer service  support or assist in protecting and securing our systems and services  may need access to personal data to provide those functions ."
Insufficient information clause for categories,"In such cases , these companies must abide by our data privacy and  security requirements and are not allowed to use personal data they  receive from us for any other purpose ."
Unclear language clause,We may also disclose personal data as part of a corporate transaction such as a merger or sale of assets .
Insufficient information clause for categories,"comply with applicable law or respond to valid legal process , including from law enforcement or other government agencies ;"
Insufficient information clause for categories,"protect our customers , for example to prevent spam or attempts to  defraud users of our products , or to help prevent the loss of life or  serious injury of anyone ;"
Insufficient information clause for categories,"operate and maintain the security of our products , including to  prevent or stop an attack on our computer systems or networks ; or"
Insufficient information clause for categories,"protect the rights or property of Microsoft , including enforcing the  terms governing the use of the services â€“ however , if we receive  information indicating that someone is using our services to traffic in  stolen intellectual or physical property belonging to Microsoft , we  will not inspect a customer 's private content ourselves , but we may  refer the matter to law enforcement ."
Unclear language clause,Please note that some of our products include links to products of  third parties whose privacy practices differ from Microsoft 's .
Insufficient information clause for categories,You can also opt out from receiving interest-based advertising from Microsoft by visiting our opt-out page .
Insufficient information clause for categories,"Cookies allow us , among other things , to store your preferences and  settings ; enable you to sign-in ; provide interest-based advertising ;  combat fraud ; and analyse how our websites and online services are  performing ."
Insufficient information clause for categories,"Microsoft apps use other identifiers , such as the advertising ID in  Windows described in the Windows section of this statement , for similar  purposes ."
Full information clause for categories,Microsoft account
Full information clause for categories,"With a Microsoft account , you can sign into Microsoft products , as well as those of select Microsoft partners ."
Full information clause for categories,"When you create your own Microsoft account , we refer to that account as a personal Microsoft account ."
Full information clause for categories,Creating and using your personal Microsoft account .
Full information clause for categories,"When you create a personal Microsoft account , you will be asked for  certain personal data and we will assign a unique ID number to identify  your account and associated information ."
Unclear language clause,"Some data you provide , such as your display name , email address and  phone number , can be used to help others find and connect with you  within Microsoft products ."
Full information clause for categories,"Note that if you use a work or school email address to create a  personal Microsoft account , and your employer or school that issued  that address begins managing that account with Azure Active Directory (  AAD ) , you will need to update the email address associated with your  personal Microsoft account in order to continue accessing Microsoft  products that do not use AAD ( such as Xbox Live ) ."
Full information clause for categories,"When you sign into your Microsoft account , we create a record of your  sign-in , which includes the date and time , information about the  product you signed into , your sign-in name , the unique number assigned  to your account , a unique identifier assigned to your device , your IP  address and your operating system and browser version ."
Full information clause for categories,"Signing into your account enables improved personalisation , provides  seamless and consistent experiences across products and devices ,  permits you to access and use cloud data storage , allows you to make  payments using payment instruments stored in your Microsoft account and  enables other enhanced features and settings ."
Full information clause for categories,"If you add your Microsoft account to a Windows device ( version 8 or  higher ) , Windows will automatically sign you into products that use  Microsoft account that you access on that device ."
